ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Year,Month,Day
11056.0,1974.0,Graduation,Married,72099.0,0.0,0.0,2012-10-27,18.0,546.0,81.0,410.0,119.0,0.0,22.0,1.0,3.0,4.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,40.0,2012,10,27
9365.0,1976.0,Phd,Single,60000.0,0.0,1.0,2012-12-22,57.0,1048.0,0.0,217.0,0.0,0.0,12.0,5.0,11.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2012,12,22
6201.0,1978.0,Graduation,Single,38643.0,1.0,1.0,2013-11-29,45.0,22.0,2.0,14.0,0.0,1.0,10.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,36.0,2013,11,29
2061.0,1955.0,Graduation,Married,50737.0,0.0,1.0,2013-05-11,61.0,78.0,0.0,11.0,0.0,0.0,10.0,1.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,59.0,2013,5,11
6184.0,1969.0,Phd,Married,68462.0,0.0,0.0,2012-12-12,6.0,561.0,64.0,556.0,84.0,81.0,48.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2012,12,12
6142.0,1943.0,Master,Married,65073.0,0.0,0.0,2013-08-20,65.0,629.0,17.0,177.0,69.0,0.0,8.0,1.0,5.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,71.0,2013,8,20
4107.0,1948.0,Phd,Married,46681.0,0.0,2.0,2013-10-08,52.0,269.0,15.0,69.0,15.0,19.0,38.0,2.0,4.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,66.0,2013,10,8
7274.0,1957.0,Graduation,Married,78618.0,0.0,0.0,2012-09-28,87.0,736.0,81.0,556.0,120.5,81.0,61.0,1.0,4.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2012,9,28
9336.0,1969.0,Phd,Widow,62187.0,0.0,1.0,2014-03-22,38.0,512.0,0.0,83.0,0.0,0.0,41.0,3.0,6.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2014,3,22
2958.0,1978.0,Graduation,Married,28442.0,2.0,0.0,2014-02-24,53.0,19.0,3.0,10.0,11.0,8.0,6.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,36.0,2014,2,24
933.0,1978.0,Phd,Married,37717.0,1.0,0.0,2012-11-23,31.0,9.0,0.0,6.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,36.0,2012,11,23
5837.0,1967.0,Graduation,Married,51479.0,1.0,1.0,2012-12-28,67.0,247.0,8.0,160.0,6.0,8.0,65.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,47.0,2012,12,28
10704.0,1969.0,Graduation,Single,54803.0,0.0,1.0,2012-08-21,65.0,404.0,0.0,92.0,28.0,27.0,126.5,2.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2012,8,21
5125.0,1960.0,Graduation,Married,79530.0,0.0,0.0,2013-05-17,64.0,333.0,0.0,556.0,120.5,42.0,29.0,1.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2013,5,17
4432.0,1976.0,Graduation,Divorced,31615.0,1.0,0.0,2013-03-16,82.0,2.0,3.0,20.0,6.0,11.0,9.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2013,3,16
5955.0,1962.0,Graduation,Married,72025.0,0.0,0.0,2012-11-17,27.0,833.0,33.0,549.0,120.5,81.0,126.5,1.0,4.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,52.0,2012,11,17
2928.0,1975.0,Phd,Single,52614.0,0.0,1.0,2012-12-01,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2012,12,1
5680.0,1984.0,2N Cycle,Married,35684.0,1.0,0.0,2014-04-22,66.0,10.0,4.0,7.0,0.0,6.0,3.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,30.0,2014,4,22
10313.0,1975.0,Graduation,Married,48178.0,1.0,1.0,2012-10-28,69.0,159.0,4.0,45.0,6.0,2.0,38.0,6.0,5.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2012,10,28
2557.0,1970.0,Master,Single,29548.0,1.0,0.0,2013-08-29,52.0,7.0,1.0,6.0,3.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2013,8,29
1245.0,1966.0,Graduation,Single,63810.0,0.0,1.0,2012-11-11,45.0,977.0,12.0,253.0,16.0,12.0,101.0,4.0,4.0,3.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,48.0,2012,11,11
1519.0,1972.0,Phd,Single,38578.0,1.0,1.0,2013-06-22,2.0,38.0,4.0,22.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2013,6,22
10703.0,1975.0,Master,Single,46098.0,1.0,1.0,2012-08-18,86.0,57.0,0.0,27.0,0.0,0.0,36.0,4.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2012,8,18
1726.0,1970.0,Graduation,Single,22585.0,0.0,0.0,2013-03-18,23.0,3.0,9.0,15.0,13.0,2.0,39.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2013,3,18
4459.0,1989.0,Graduation,Single,30279.0,1.0,0.0,2012-12-30,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2012,12,30
1729.0,1961.0,Phd,Married,66426.0,0.0,1.0,2013-10-02,14.0,1043.0,24.0,97.0,32.0,24.0,126.5,2.0,3.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,53.0,2013,10,2
1517.0,1969.0,Graduation,Single,30822.0,1.0,0.0,2013-06-14,92.0,3.0,9.0,13.0,2.0,12.0,12.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2013,6,14
2098.0,1969.0,Phd,Married,33581.0,2.0,0.0,2013-01-08,38.0,11.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2013,1,8
9543.0,1985.0,Graduation,Married,19986.0,1.0,0.0,2013-11-14,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,29.0,2013,11,14
6878.0,1954.0,Graduation,Widow,27421.0,0.0,0.0,2012-12-12,14.0,43.0,12.0,96.0,78.0,40.0,55.0,3.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,60.0,2012,12,12
3310.0,1973.0,2N Cycle,Married,35688.0,2.0,1.0,2012-08-22,94.0,73.0,3.0,90.0,12.0,1.0,32.0,6.0,4.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2012,8,22
2724.0,1981.0,Master,Single,36143.0,1.0,0.0,2014-03-30,33.0,12.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,33.0,2014,3,30
948.0,1971.0,Graduation,Single,10245.0,1.0,0.0,2013-05-15,32.0,4.0,7.0,7.0,6.0,4.0,13.0,3.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2013,5,15
6720.0,1968.0,Master,Married,43795.0,0.0,1.0,2013-10-16,11.0,314.0,11.0,53.0,4.0,3.0,107.0,3.0,7.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2013,10,16
6202.0,1960.0,Graduation,Married,63381.0,0.0,1.0,2012-10-05,78.0,571.0,50.0,142.0,33.0,50.0,126.5,4.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2012,10,5
2066.0,1949.0,Graduation,Married,38823.0,0.0,1.0,2012-08-30,56.0,70.0,0.0,11.0,2.0,8.0,23.0,1.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,65.0,2012,8,30
9799.0,1968.0,Phd,Divorced,83664.0,1.0,1.0,2013-05-08,57.0,866.0,21.0,151.0,28.0,21.0,86.0,3.0,2.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2013,5,8
8318.0,1979.0,Graduation,Married,90300.0,0.0,0.0,2014-01-03,7.0,594.0,81.0,556.0,33.0,81.0,57.0,0.0,5.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,35.0,2014,1,3
5642.0,1979.0,Master,Married,62499.0,1.0,0.0,2013-12-09,0.0,140.0,4.0,61.0,0.0,13.0,4.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,35.0,2013,12,9
2669.0,1993.0,Graduation,Single,74293.0,0.0,0.0,2014-05-04,66.0,375.0,81.0,335.0,93.0,81.0,81.0,1.0,5.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,21.0,2014,5,4
455.0,1946.0,Phd,Married,51012.0,0.0,0.0,2013-04-18,86.0,102.0,9.0,63.0,2.0,9.0,24.0,1.0,4.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,68.0,2013,4,18
7683.0,1968.0,Master,Married,70777.0,0.0,1.0,2014-02-25,80.0,554.0,35.0,113.0,0.0,7.0,78.0,3.0,5.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2014,2,25
3428.0,1991.0,Phd,Married,68682.0,0.0,0.0,2013-10-06,56.0,919.0,0.0,505.0,99.0,30.0,45.0,1.0,4.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,23.0,2013,10,6
7414.0,1971.0,Graduation,Married,43824.0,1.0,1.0,2012-09-15,18.0,96.0,1.0,42.0,12.0,3.0,32.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2012,9,15
6354.0,1984.0,Graduation,Married,15345.0,1.0,0.0,2012-08-31,51.0,5.0,2.0,16.0,3.0,2.0,19.0,2.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,30.0,2012,8,31
798.0,1987.0,Graduation,Single,23442.0,1.0,0.0,2012-12-24,71.0,2.0,0.0,6.0,8.0,6.0,5.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,27.0,2012,12,24
8213.0,1980.0,2N Cycle,Married,14515.0,1.0,0.0,2012-11-09,71.0,6.0,4.0,9.0,6.0,36.0,35.0,4.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,34.0,2012,11,9
2488.0,1956.0,2N Cycle,Divorced,31395.0,1.0,1.0,2013-03-23,80.0,23.0,1.0,25.0,0.0,8.0,7.0,4.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,58.0,2013,3,23
9999.0,1965.0,Graduation,Married,75276.0,0.0,0.0,2012-09-27,2.0,610.0,81.0,125.0,120.5,42.0,21.0,1.0,9.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,49.0,2012,9,27
7617.0,1974.0,Graduation,Single,42373.0,1.0,1.0,2013-08-15,83.0,67.0,5.0,61.0,3.0,8.0,19.0,5.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,40.0,2013,8,15
615.0,1960.0,Graduation,Married,30507.0,0.0,0.0,2013-03-11,29.0,65.0,36.0,74.0,38.0,20.0,110.0,1.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2013,3,11
2552.0,1955.0,Phd,Single,55521.0,1.0,2.0,2013-10-22,11.0,416.0,0.0,26.0,0.0,0.0,4.0,6.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,59.0,2013,10,22
194.0,1965.0,Graduation,Married,48006.0,1.0,1.0,2014-06-09,55.0,23.0,0.0,11.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,49.0,2014,6,9
3645.0,1972.0,Phd,Single,27213.0,1.0,0.0,2012-08-30,19.0,19.0,3.0,26.0,10.0,9.0,3.0,3.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2012,8,30
8890.0,1971.0,Phd,Divorced,65808.0,1.0,1.0,2014-05-30,1.0,155.0,7.0,80.0,13.0,7.0,10.0,3.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2014,5,30
5049.0,1974.0,Phd,Married,30351.0,1.0,0.0,2013-06-06,19.0,14.0,0.0,24.0,3.0,3.0,2.0,1.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,40.0,2013,6,6
9973.0,1963.0,Graduation,Married,50437.0,0.0,2.0,2012-10-17,28.0,370.0,9.0,92.0,6.0,9.0,4.0,3.0,7.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,51.0,2012,10,17
7301.0,1982.0,2N Cycle,Single,23616.0,1.0,0.0,2012-11-17,76.0,4.0,22.0,11.0,3.0,7.0,32.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,32.0,2012,11,17
10882.0,1976.0,Graduation,Married,53858.0,0.0,1.0,2012-11-09,50.0,407.0,53.0,221.0,58.0,81.0,26.0,4.0,4.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2012,11,9
7030.0,1955.0,Phd,Married,66465.0,0.0,1.0,2013-03-30,1.0,1200.0,0.0,204.0,38.0,29.0,14.0,3.0,11.0,9.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,59.0,2013,3,30
7422.0,1987.0,Graduation,Single,46923.0,1.0,0.0,2012-08-22,90.0,85.0,44.0,54.0,102.0,78.0,6.0,3.0,5.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,27.0,2012,8,22
3523.0,1962.0,Graduation,Married,75072.0,0.0,1.0,2013-01-23,83.0,583.0,34.0,309.0,0.0,22.0,125.0,2.0,5.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,52.0,2013,1,23
7106.0,1943.0,Phd,Married,75865.0,0.0,0.0,2014-03-31,73.0,483.0,0.0,556.0,120.5,0.0,12.0,1.0,3.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,71.0,2014,3,31
6504.0,1975.0,2N Cycle,Married,19789.0,1.0,0.0,2013-11-20,24.0,2.0,5.0,9.0,28.0,6.0,28.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2013,11,20
5067.0,1994.0,Graduation,Married,80134.0,0.0,0.0,2014-02-14,11.0,966.0,26.0,282.0,52.0,26.0,26.0,1.0,2.0,7.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,20.0,2014,2,14
4216.0,1981.0,Graduation,Single,91065.0,0.0,0.0,2013-02-22,33.0,822.0,81.0,108.0,120.5,81.0,114.0,1.0,7.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,33.0,2013,2,22
8581.0,1971.0,Master,Married,49505.0,1.0,1.0,2013-03-05,4.0,604.0,0.0,100.0,19.0,0.0,28.0,6.0,10.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2013,3,5
5929.0,1973.0,Phd,Married,37401.0,1.0,0.0,2014-05-06,14.0,19.0,3.0,19.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2014,5,6
3129.0,1983.0,Graduation,Married,30096.0,1.0,0.0,2014-05-22,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,31.0,2014,5,22
6528.0,1982.0,Master,Married,18492.0,1.0,0.0,2014-06-05,75.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,32.0,2014,6,5
1361.0,1974.0,Master,Married,82584.0,0.0,0.0,2013-06-04,26.0,1076.0,68.0,103.0,29.0,81.0,68.0,1.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,40.0,2013,6,4
6932.0,1941.0,Phd,Married,93027.0,0.0,0.0,2013-04-13,77.0,1225.0,42.0,556.0,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,73.0,2013,4,13
7284.0,1953.0,Graduation,Married,48686.0,1.0,2.0,2013-12-04,8.0,10.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,61.0,2013,12,4
1340.0,1986.0,Graduation,Married,92910.0,0.0,0.0,2014-04-24,42.0,551.0,81.0,556.0,120.5,81.0,33.0,1.0,6.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,28.0,2014,4,24
8746.0,1989.0,Graduation,Married,75433.0,1.0,0.0,2014-04-05,28.0,800.0,0.0,297.0,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2014,4,5
5987.0,1989.0,2N Cycle,Married,10404.0,1.0,0.0,2014-05-04,52.0,2.0,2.0,11.0,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2014,5,4
3767.0,1968.0,Graduation,Married,61314.0,0.0,1.0,2013-04-25,1.0,378.0,0.0,189.0,97.0,81.0,126.5,2.0,5.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2013,4,25
3725.0,1961.0,Phd,Single,84865.0,0.0,0.0,2013-05-09,1.0,1225.0,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,53.0,2013,5,9
4324.0,1989.0,Graduation,Married,42387.0,1.0,0.0,2012-10-29,42.0,235.0,0.0,235.0,19.0,4.0,126.5,5.0,8.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2012,10,29
238.0,1967.0,2N Cycle,Married,67309.0,1.0,1.0,2013-01-23,76.0,515.0,47.0,181.0,120.5,81.0,95.0,6.0,9.0,6.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,47.0,2013,1,23
6694.0,1964.0,Graduation,Married,75236.0,0.0,1.0,2013-11-25,27.0,438.0,66.0,400.0,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,50.0,2013,11,25
498.0,1970.0,Graduation,Single,30015.0,1.0,0.0,2014-02-02,28.0,25.0,0.0,22.0,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2014,2,2
9347.0,1956.0,Master,Married,50943.0,0.0,1.0,2013-06-21,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,58.0,2013,6,21
9699.0,1966.0,Graduation,Divorced,67272.0,0.0,1.0,2013-12-21,12.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,48.0,2013,12,21
10664.0,1949.0,Master,Widow,51529.0,0.0,1.0,2013-09-07,14.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,65.0,2013,9,7
5455.0,1971.0,Phd,Married,32011.0,1.0,0.0,2013-08-22,89.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2013,8,22
456.0,1986.0,2N Cycle,Married,7500.0,1.0,0.0,2013-02-07,96.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,28.0,2013,2,7
5012.0,1989.0,Graduation,Married,28691.0,1.0,0.0,2013-07-04,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2013,7,4
7495.0,1948.0,Phd,Married,56223.0,0.0,1.0,2013-12-20,72.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,66.0,2013,12,20
5029.0,1946.0,Graduation,Married,18100.0,0.0,0.0,2013-08-06,14.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,68.0,2013,8,6
10642.0,1989.0,Graduation,Single,30279.0,1.0,0.0,2012-12-30,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2012,12,30
2106.0,1974.0,2N Cycle,Married,20130.0,0.0,0.0,2014-03-17,99.0,0.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,40.0,2014,3,17
10364.0,1959.0,Graduation,Divorced,23295.0,0.0,0.0,2013-07-13,72.0,0.0,0.0,1.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,55.0,2013,7,13
5954.0,1972.0,Master,Divorced,42618.0,1.0,0.0,2013-10-09,92.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2013,10,9
1137.0,1964.0,Graduation,Single,81246.0,0.0,0.0,2013-12-29,87.0,398.0,81.0,537.0,61.0,81.0,37.0,1.0,4.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,50.0,2013,12,29
2541.0,1976.0,Graduation,Married,24027.0,1.0,0.0,2013-06-09,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2013,6,9
1142.0,1953.0,Phd,Married,55707.0,0.0,1.0,2013-12-22,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,61.0,2013,12,22
2276.0,1955.0,Graduation,Single,57959.0,0.0,1.0,2013-05-02,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,59.0,2013,5,2
2807.0,1969.0,Graduation,Married,56796.0,0.0,1.0,2013-02-16,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2013,2,16
6471.0,1971.0,Master,Single,36230.0,1.0,0.0,2013-10-17,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2013,10,17
6131.0,1980.0,2N Cycle,Married,70829.0,1.0,1.0,2013-12-01,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,34.0,2013,12,1
6233.0,1976.0,Graduation,Married,65991.0,0.0,1.0,2012-09-07,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2012,9,7
4148.0,1972.0,Graduation,Married,38988.0,1.0,2.0,2012-08-20,90.0,164.0,24.0,103.0,12.0,3.0,42.0,6.0,5.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2012,8,20
